id,type,domain,expected_source,expected_alignment,query,answer,reference,latency,decomp_score,crossref_score,currency_score,error,faithfulness,context_precision
B01,type_b,labor,domestic,no_international,Nếu người sử dụng lao động đơn phương chấm dứt hợp đồng trái pháp luật thì phải bồi thường những gì cho người lao động?,"Nếu người sử dụng lao động đơn phương chấm dứt hợp đồng trái pháp luật thì phải nhận người lao động trở lại làm việc và phải bồi thường một khoản tiền tương ứng với tiền lương trong những ngày người lao động không được làm việc. 

Cụ thể, tại Điều 42 Bộ luật Lao động nêu rõ, người sử dụng lao động phải nhận người lao động trở lại làm việc theo hợp đồng lao động đã giao kết và phải trả tiền lương, bảo hiểm xã hội, bảo hiểm y tế trong những ngày người lao động không được làm việc cộng với ít nhất 02 tháng tiền lương theo hợp đồng lao động.","Theo Bộ luật Lao động 2019, người sử dụng lao động đơn phương chấm dứt hợp đồng trái pháp luật phải nhận người lao động trở lại làm việc, trả tiền lương và các quyền lợi trong thời gian không được làm việc, trả thêm ít nhất 2 tháng tiền lương. Nếu người lao động không muốn trở lại, người sử dụng phải trả thêm trợ cấp thôi việc.",2.87,,,,,0.6666666666666666,0.7499999999625
B02,type_b,labor,domestic,no_international,Điều kiện để thành lập tổ chức đại diện người lao động tại doanh nghiệp là gì và tổ chức này có quyền hạn gì?,"## Điều kiện để thành lập tổ chức đại diện người lao động tại doanh nghiệp

Căn cứ theo các điều luật đã cung cấp, điều kiện để thành lập tổ chức đại diện người lao động tại doanh nghiệp (công đoàn cơ sở) được quy định như sau:

- **Thời hạn thành lập:** Trong vòng sáu tháng kể từ ngày doanh nghiệp bắt đầu hoạt động.

- **Thẩm quyền thành lập:** Công đoàn địa phương hoặc công đoàn ngành (bao gồm Liên đoàn Lao động tỉnh, thành phố trực thuộc Tổng Liên đoàn; công đoàn ngành Trung ương, công đoàn Tổng công ty).

## Quyền hạn của tổ chức đại diện người lao động

Khi được thành lập, tổ chức đại diện người lao động (công đoàn cơ sở) có các quyền hạn sau:

- **Đại diện cho người lao động:** Công đoàn cơ sở có quyền đại diện cho người lao động trong việc bảo vệ quyền, lợi ích hợp pháp, chính đáng của họ.

- **Quyền, trách nhiệm theo Điều lệ Công đoàn:** Công đoàn cơ sở thực hiện các quyền, trách nhiệm theo quy định của Điều lệ Công đoàn.

## Trường hợp chưa thành lập công đoàn cơ sở

- **Đại diện lao động nữ:** Nếu chưa thành lập công đoàn cơ sở, thì đại diện của lao động nữ có thể là cấp công đoàn trên cơ sở.

- **Công đoàn cấp trên trực tiếp cơ sở:** Công đoàn cấp trên trực tiếp cơ sở có quyền và trách nhiệm đại diện, bảo vệ quyền, lợi ích hợp pháp, chính đáng của người lao động tại cơ quan, tổ chức, doanh nghiệp chưa thành lập công đoàn cơ sở.","Theo Bộ luật Lao động 2019 và Nghị định 145/2020, tổ chức đại diện người lao động tại doanh nghiệp được thành lập khi có đủ số lượng thành viên tối thiểu theo quy định. Tổ chức này có quyền thương lượng tập thể, đình công hợp pháp và đại diện cho người lao động trong quan hệ lao động.",3.57,,,,,0.9090909090909091,0.0
B03,type_b,labor,domestic,no_international,Thủ tục giải quyết tranh chấp lao động cá nhân theo trình tự như thế nào?,"Tranh chấp lao động cá nhân phải thông qua thủ tục hòa giải của hòa giải viên lao động trước khi yêu cầu tòa án giải quyết.

Trong thời hạn 05 ngày làm việc kể từ ngày nhận được yêu cầu hòa giải, hòa giải viên lao động phải kết thúc hòa giải.

Việc tiến hành hòa giải được thực hiện các bước sau:

Xác định thời hiệu yêu cầu giải quyết tranh chấp (còn thời hiệu hay đã hết thời hiệu).

Hội đồng hòa giải lao động cơ sở tiến hành hòa giải chậm nhất bảy ngày, kể từ ngày nhận được đơn yêu cầu hòa giải. Tại phiên họp hòa giải, phải có mặt hai bên tranh chấp hoặc đại diện được ủy quyền của họ.

Như vậy, thủ tục giải quyết tranh chấp lao động cá nhân theo trình tự như sau:

1.  Xác định thời hiệu yêu cầu giải quyết tranh chấp.
2.  Tiến hành hòa giải tại Hội đồng hòa giải lao động cơ sở trong thời hạn 7 ngày.
3.  Hòa giải viên lao động kết thúc hòa giải trong thời hạn 05 ngày làm việc.","Theo Bộ luật Lao động 2019, tranh chấp lao động cá nhân phải qua hòa giải viên lao động trước khi khởi kiện ra Tòa án, trừ một số tranh chấp được khởi kiện thẳng ra Tòa án. Thời hạn hòa giải là 5 ngày làm việc.",3.07,,,,,1.0,0.999999999975
B04,type_b,labor,domestic,no_international,Người lao động nước ngoài làm việc tại Việt Nam phải đáp ứng những điều kiện gì và có cần giấy phép lao động không?,"Người lao động nước ngoài làm việc tại Việt Nam phải đáp ứng các điều kiện sau:

- Có năng lực hành vi dân sự đầy đủ;

- Có trình độ chuyên môn, tay nghề và sức khỏe phù hợp với yêu cầu công việc;

- Không có quốc tịch Việt Nam theo Luật Quốc tịch Việt Nam.

Về việc có cần giấy phép lao động không, người lao động nước ngoài vào làm việc tại Việt Nam cần phải có giấy phép lao động, trừ một số trường hợp cụ thể như:

- Thành viên góp vốn hoặc là chủ sở hữu của công ty trách nhiệm hữu hạn.

- Thành viên Hội đồng quản trị của công ty cổ phần.

- Trưởng văn phòng đại diện, dự án của tổ chức quốc tế, tổ chức phi chính phủ tại Việt Nam.

- Người lao động nước ngoài vào Việt Nam làm việc dưới 03 tháng hoặc để xử lý trong trường hợp khẩn cấp.","Theo Nghị định 152/2020, người lao động nước ngoài làm việc tại Việt Nam phải có giấy phép lao động do Bộ Lao động Thương binh và Xã hội hoặc Sở Lao động cấp, trừ một số trường hợp miễn. Phải đáp ứng điều kiện sức khỏe, trình độ chuyên môn và không có tiền án về an ninh quốc gia.",3.08,,,,,,0.8041666666465626
B05,type_b,labor,domestic,no_international,Chế độ trợ cấp thôi việc và trợ cấp mất việc làm khác nhau như thế nào?,"Trợ cấp thôi việc và trợ cấp mất việc làm là hai chế độ hỗ trợ khác nhau cho người lao động tại Việt Nam, được quy định trong hệ thống pháp luật lao động và bảo hiểm xã hội. Dưới đây là một số điểm khác biệt chính:

1. **Mục đích:**
   - **Trợ cấp thôi việc:** Trợ cấp thôi việc được chi trả cho người lao động khi họ thôi làm việc tại doanh nghiệp do đã cống hiến cho doanh nghiệp trong một thời gian nhất định (tối thiểu 12 tháng) và chấm dứt hợp đồng lao động. Mục đích của trợ cấp này là giúp người lao động có một khoản tiền để trang trải cuộc sống trong thời gian tìm kiếm việc làm mới.
   - **Trợ cấp mất việc làm:** Trợ cấp mất việc làm, một phần của chế độ bảo hiểm thất nghiệp, được hỗ trợ cho người lao động khi họ bị mất việc làm và đáp ứng đủ điều kiện theo quy định của pháp luật về bảo hiểm thất nghiệp. Mục đích là hỗ trợ tài chính tạm thời cho người lao động trong thời gian tìm kiếm việc làm mới.

2. **Điều kiện:**
   - **Trợ cấp thôi việc:** Người lao động phải làm việc thường xuyên cho người sử dụng lao động từ đủ 12 tháng trở lên và hợp đồng lao động chấm dứt theo quy định của pháp luật (ví dụ: Điều 46 Bộ luật Lao động).
   - **Trợ cấp mất việc làm:** Người lao động phải tham gia bảo hiểm thất nghiệp và bị mất việc làm không phải do lỗi của mình, chưa tìm được việc làm sau khi chấm dứt hợp đồng lao động và đáp ứng các điều kiện khác theo quy định của pháp luật về bảo hiểm thất nghiệp.

3. **Nguồn kinh phí:**
   - **Trợ cấp thôi việc:** Do người sử dụng lao động chi trả.
   - **Trợ cấp mất việc làm:** Do Quỹ Bảo hiểm thất nghiệp chi trả.

4. **Thời gian và mức trợ cấp:**
   - **Trợ cấp thôi việc:** Mức trợ cấp thôi việc bằng 0,5 tháng lương của người lao động đối với người làm việc theo chế độ lương tháng và bằng 0,5 đơn vị lương cơ sở đối với người làm việc theo chế độ lương ngày; đối với người lao động làm việc theo hợp đồng lao động có thời gian từ 1 tháng trở lên thì trợ cấp thôi việc được tính như sau: 0,5 tháng lương cho mỗi năm làm việc.
   - **Trợ cấp mất việc làm:** Mức trợ cấp thất nghiệp hằng tháng bằng 60% mức bình quân tiền lương tháng đóng bảo hiểm thất nghiệp của 06 tháng liền kề trước khi thất nghiệp nhưng tối đa không quá 05 lần mức lương cơ sở đối với người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định hoặc không quá 05 lần mức lương tối thiểu vùng đối với người lao động đóng bảo hiểm thất nghiệp theo chế độ tiền lương do người sử dụng lao động quyết định tại thời điểm chấm dứt hợp đồng lao động hoặc hợp đồng làm việc.

Tóm lại, trợ cấp thôi việc có tính chất hỗ trợ người lao động khi thôi việc tại doanh nghiệp và được trả bởi doanh nghiệp, trong khi trợ cấp mất việc làm là một phần của chế độ bảo hiểm thất nghiệp, hỗ trợ người lao động khi họ mất việc và đáp ứng các điều kiện của bảo hiểm thất nghiệp, được chi trả từ quỹ bảo hiểm thất nghiệp.","Theo Bộ luật Lao động 2019, trợ cấp thôi việc áp dụng khi người lao động nghỉ việc tự nguyện, mức 1/2 tháng lương cho mỗi năm làm việc. Trợ cấp mất việc làm áp dụng khi doanh nghiệp thay đổi cơ cấu, mức 1 tháng lương cho mỗi năm làm việc, tối thiểu 2 tháng lương.",4.39,,,,,,0.0
B06,type_b,food_safety,domestic,no_international,Doanh nghiệp xuất khẩu thực phẩm sang EU cần phải đáp ứng những yêu cầu pháp lý nào theo quy định Việt Nam?,"## Doanh nghiệp xuất khẩu thực phẩm sang EU cần phải đáp ứng những yêu cầu pháp lý của Việt Nam

Theo các điều khoản đã cung cấp, đặc biệt là Điều 15, Điều 24, và các điều kiện bảo đảm an toàn đối với thực phẩm nhập khẩu vào Việt Nam, doanh nghiệp xuất khẩu thực phẩm sang EU cần đáp ứng các yêu cầu pháp lý sau:

1. **Cơ sở sản xuất, kinh doanh phải nằm trong danh sách xuất khẩu**: 
   - Cơ sở sản xuất, kinh doanh của doanh nghiệp phải được liệt kê trong Danh sách xuất khẩu theo thị trường nhập khẩu tương ứng (Điều 15) hoặc tham gia chương trình chứng nhận xuất khẩu (Điều 24). Điều này ngụ ý rằng doanh nghiệp cần đăng ký và được chấp thuận bởi cơ quan quản lý.

2. **Đáp ứng quy định an toàn thực phẩm**: 
   - Sản phẩm thực phẩm phải tuân thủ các quy định về an toàn thực phẩm của Việt Nam (Điều 15 và Điều 24). Điều này bao gồm việc tuân thủ các tiêu chuẩn về vệ sinh, an toàn, và chất lượng sản phẩm.

3. **Ghi nhãn sản phẩm**: 
   - Doanh nghiệp cần đảm bảo rằng sản phẩm của họ được ghi nhãn đầy đủ với các thông tin bắt buộc theo quy định của thị trường nhập khẩu (ở đây là EU) và không được làm sai lệch bản chất sản phẩm (Điều 15 và Điều 24).

4. **Tuân thủ điều kiện bảo đảm an toàn**: 
   - Thực phẩm nhập khẩu vào Việt Nam phải tuân thủ các điều kiện bảo đảm an toàn theo Luật An toàn thực phẩm, bao gồm các yêu cầu về chất lượng, vệ sinh an toàn, và các điều kiện khác (Điều 38).

5. **Chứng nhận và kiểm tra**: 
   - Mặc dù không được nêu rõ trong các điều khoản được cung cấp, nhưng thường thì doanh nghiệp xuất khẩu cần cung cấp chứng nhận kiểm tra và chứng nhận xuất xứ hàng hóa. Họ cũng cần tuân thủ các quy định kiểm tra nhà nước về an toàn thực phẩm tại nước xuất khẩu (Điều 22).

Để xuất khẩu thực phẩm sang EU, doanh nghiệp Việt Nam cần nghiên cứu và tuân thủ không chỉ các yêu cầu pháp lý của Việt Nam mà còn các quy định và tiêu chuẩn của EU. Việc không tuân thủ có thể dẫn đến việc sản phẩm bị từ chối nhập khẩu hoặc các biện pháp hạn chế khác.","Doanh nghiệp xuất khẩu thực phẩm sang EU cần có Giấy chứng nhận đủ điều kiện an toàn thực phẩm, đăng ký với cơ quan có thẩm quyền, đáp ứng các quy định về kiểm dịch, truy xuất nguồn gốc và ghi nhãn theo quy định của cả Việt Nam và EU.",3.95,,,,,0.6428571428571429,0.5833333333041666
B07,type_b,food_safety,domestic,no_international,Quy trình thu hồi sản phẩm thực phẩm không an toàn được quy định như thế nào?,"Theo thông tin được cung cấp, quy trình thu hồi sản phẩm thực phẩm không an toàn được quy định tại Điều 55 và Điều 6 như sau:

1. **Trường hợp thu hồi:** 
   - Thực phẩm hết thời hạn sử dụng mà vẫn bán trên thị trường.
   - Thực phẩm không phù hợp với quy chuẩn kỹ thuật tương ứng.

2. **Thủ tục phê duyệt phương thức xử lý sản phẩm sau thu hồi:**
   - Sau khi hoàn thành việc thu hồi sản phẩm, trong thời gian 03 (ba) ngày làm việc, chủ sản phẩm phải báo cáo thu hồi sản phẩm không bảo đảm an toàn và đề xuất phương thức xử lý sản phẩm sau thu hồi.

3. **Trình tự thu hồi trong trường hợp nghiêm trọng, khẩn cấp:**
   - Trong trường hợp chủ sản phẩm không thực hiện hoặc không thực hiện đầy đủ việc thu hồi sản phẩm không bảo đảm an toàn theo quyết định thu hồi bắt buộc của cơ quan có thẩm quyền hoặc các trường hợp cấp thiết khác.

4. **Thu hồi thực phẩm nông lâm sản:**
   - Cơ sở phải thiết lập thủ tục thu hồi lô hàng giao bảo đảm các yêu cầu.
   - Các hình thức thu hồi thực phẩm nông lâm sản không bảo đảm an toàn, bao gồm thu hồi tự nguyện do cơ sở tự thực hiện.

Tóm lại, quy trình thu hồi sản phẩm thực phẩm không an toàn bao gồm việc xác định các trường hợp cần thu hồi, thực hiện thu hồi, báo cáo và đề xuất phương thức xử lý sản phẩm sau thu hồi, và có thể bao gồm các biện pháp khẩn cấp nếu cần.","Theo Luật An toàn thực phẩm, khi phát hiện thực phẩm không an toàn, tổ chức cá nhân sản xuất kinh doanh phải chủ động thu hồi, thông báo cho cơ quan nhà nước có thẩm quyền và người tiêu dùng, xử lý thực phẩm thu hồi theo quy định.",4.06,,,,,1.0,0.9166666666361111
B08,type_b,food_safety,domestic,no_international,Trách nhiệm của Bộ Y tế và Bộ Nông nghiệp trong quản lý an toàn thực phẩm được phân công như thế nào?,"Trách nhiệm của Bộ Y tế và Bộ Nông nghiệp trong quản lý an toàn thực phẩm được phân công như sau:

- Bộ Y tế chịu trách nhiệm quản lý nhà nước về an toàn thực phẩm đối với những sản phẩm thực phẩm và cơ sở sản xuất, kinh doanh các sản phẩm thực phẩm theo quy định tại Phụ lục 1 ban hành kèm theo Nghị định này.

- Bộ Nông nghiệp và Phát triển nông thôn thực hiện trách nhiệm quản lý nhà nước về an toàn thực phẩm đối với những sản phẩm thực phẩm và cơ sở sản xuất, kinh doanh các sản phẩm thực phẩm quy định tại Khoản 2, Khoản 3 Điều 63 Luật An toàn thực phẩm, Phụ lục III ban hành kèm theo Nghị định này.

- Sở Y tế và Sở Nông nghiệp và Phát triển nông thôn có trách nhiệm phối hợp trong quản lý nhà nước về an toàn thực phẩm, bao gồm việc thực hiện chức năng quản lý nhà nước về an toàn thực phẩm theo nhiệm vụ được giao, tham gia đoàn thanh tra, kiểm tra liên ngành về an toàn thực phẩm.","Theo Luật An toàn thực phẩm và Nghị định 15/2018, Bộ Y tế quản lý thực phẩm chức năng, phụ gia, nước uống đóng gói; Bộ Nông nghiệp quản lý nông sản, thủy sản, rau quả tươi sống; Bộ Công Thương quản lý thực phẩm chế biến, đồ uống có cồn.",3.07,,,,,0.8,0.0
B09,type_b,food_safety,domestic,no_international,Mức xử phạt vi phạm hành chính về an toàn thực phẩm như thế nào?,Mức xử phạt vi phạm hành chính về an toàn thực phẩm tối đa là 100.000.000 đồng đối với cá nhân và 200.000.000 đồng đối với tổ chức.,"Theo Nghị định 115/2018 sửa đổi bởi Nghị định 124/2021, mức phạt tiền tối đa về an toàn thực phẩm đối với cá nhân là 100 triệu đồng, đối với tổ chức là 200 triệu đồng, ngoài ra có thể bị đình chỉ hoạt động và thu hồi giấy phép.",2.96,,,,,1.0,0.499999999975
B10,type_b,labor,domestic,no_international,Quy định về làm thêm giờ tối đa và điều kiện để được làm thêm giờ là gì?,"Dựa trên thông tin đã cung cấp, chúng ta có thể rút ra các quy định về làm thêm giờ tối đa và điều kiện để được làm thêm giờ như sau:

1. **Quy định về làm thêm giờ tối đa:**
   - Tổng số giờ làm việc của ca làm việc và số giờ làm thêm không quá 12 giờ trong 01 ngày.
   - Số giờ làm thêm không quá 300 giờ trong 01 năm.

2. **Điều kiện để được làm thêm giờ:**
   - Điều kiện cụ thể không được nêu rõ trong đoạn thông tin đã cung cấp. Tuy nhiên, theo Điều 106 của Bộ luật Lao động mà bạn đã trích dẫn một phần:
     - Người sử dụng lao động được sử dụng người lao động làm thêm giờ khi đáp ứng đủ các điều kiện theo quy định của pháp luật, thỏa ước lao động tập thể hoặc theo nội quy lao động.

Như vậy, để làm thêm giờ, cần tuân thủ các quy định về giới hạn số giờ làm thêm trong ngày và trong năm, cũng như cần có các điều kiện theo quy định của pháp luật, thỏa ước lao động tập thể hoặc theo nội quy lao động.","Theo Bộ luật Lao động 2019, thời gian làm thêm không quá 40 giờ/tháng và 200 giờ/năm, một số ngành được tối đa 300 giờ/năm. Điều kiện làm thêm phải được người lao động đồng ý, trả lương tăng thêm theo quy định và đảm bảo sức khỏe người lao động.",3.23,,,,,0.9090909090909091,
